,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
4514,NC_012552,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4515,NC_019397,0.0,0.0,0.0,,,,,,,no repeats,Gluconobacter,441.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter_oxydans
4516,NC_017783,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4517,NC_016844,0.0,0.0,0.0,,,,,,,no repeats,Treponema,157.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NC_002967
4518,NC_007335,0.0,0.0,0.0,,,,,,,no repeats,Prochlorococcus,1218.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Prochloraceae,NC_008816
4519,NC_019953,0.0,0.0,0.0,,,,,,,no repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
4520,NC_017025,0.0,1.0,2.0,cas13b,TypeVI,TypeVI-B,1.0,,,no repeats,Flavobacterium,237.0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium_branchiophilum
4521,NC_020420,0.0,0.0,0.0,,,,,,,no repeats,uncultured,,,,,,,
4522,NC_014107,0.0,0.0,0.0,,,,,,,no repeats,Enterobacter,547.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_638
4523,NC_020987,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4524,NC_013264,0.0,0.0,0.0,,,,,,,no repeats,Erwinia,551.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia_amylovora
4525,NC_016773,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4526,NC_017070,0.0,0.0,0.0,,,,,,,no repeats,Selenomonas,970.0,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,NC_015437
4527,NC_017022,0.0,0.0,0.0,,,,,,,no repeats,Enterococcus,1350.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_7L76
4528,NC_016628,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4529,NC_005297,0.0,0.0,0.0,,,,,,,no repeats,Rhodopseudomonas,1073.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NC_005296
4530,NC_020959,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4531,NC_021828,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4532,NC_018675,0.0,0.0,0.0,,,,,,,no repeats,Leuconostoc,1243.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc_gelidum
4533,NC_018107,0.0,0.0,0.0,,,,,,,no repeats,Klebsiella,570.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_oxytoca
4534,NC_017267,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
4535,NC_017419,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4536,NC_018687,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4537,NC_016909,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4538,NC_021869,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4539,NC_015714,0.0,0.0,0.0,,,,,,,no repeats,Treponema,157.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NC_002967
4540,NC_008752,0.0,1.0,1.0,cas3,TypeI,,1.0,missing cas1,,no repeats,Acidovorax,12916.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax_avenae
4541,NC_010124,0.0,0.0,0.0,,,,,,,no repeats,Gluconacetobacter,89583.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter_diazotrophicus
4542,NC_015508,0.0,0.0,0.0,,,,,,,no repeats,Agrobacterium,357.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium_vitis
4543,NC_008704,0.0,1.0,1.0,csf4,TypeIV,,1.0,missing cas1,,no repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
4544,NC_011988,0.0,0.0,0.0,,,,,,,no repeats,Agrobacterium,357.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium_vitis
4545,NC_020954,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4546,NC_021553,0.0,0.0,0.0,,,,,,,no repeats,Tremblaya,,,,,,,
4547,NC_020050,0.0,0.0,0.0,,,,,,,no repeats,Cylindrospermum,56106.0,Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum_stagnale
4548,NC_012417,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4549,NC_018303,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4550,NC_020542,0.0,0.0,0.0,,,,,,,no repeats,Sphingomonas,13687.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_009511
4551,NC_023497,0.0,0.0,0.0,,,,,,,no repeats,Amycolatopsis,1813.0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis_mediterranei
4552,NC_009008,0.0,0.0,0.0,,,,,,,no repeats,Rhodobacter,1060.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_009433
4553,NC_009339,0.0,4.0,1.0,c2c8|c2c9|csf4,TypeV-U|TypeIV,TypeVU-2|TypeVU-4,2.0,missing cas1,,no repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
4554,NC_009976,0.0,0.0,0.0,,,,,,,no repeats,Prochlorococcus,1218.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Prochloraceae,NC_008816
4555,NC_017798,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4556,NC_014387,0.0,0.0,0.0,,,,,,,no repeats,Butyrivibrio,830.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_fibrisolvens
4557,NC_017204,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4558,NC_009900,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4559,NC_016639,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4560,NC_018684,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4561,NC_015470,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
4562,NC_018627,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4563,NC_017100,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4564,NC_015511,0.0,0.0,0.0,,,,,,,no repeats,Haliscomenobacter,2349.0,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter_hydrossis
4565,NC_018626,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
4566,NC_005814,0.0,0.0,0.0,,,,,,,no repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
4567,NC_018293,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4568,NC_017395,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4569,NC_012808,0.0,0.0,0.0,,,,,,,no repeats,Methylobacterium,407.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium_4
4570,NC_008825,0.0,0.0,0.0,,,,,,,no repeats,Methylibium,316612.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Methylibium_petroleiphilum
4571,NC_021491,0.0,0.0,0.0,,,,,,,no repeats,Pseudomonas,286.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NC_002947
4572,NC_018420,0.0,0.0,0.0,,,,,,,no repeats,secondary,,,,,,,
4573,NC_014027,0.0,0.0,0.0,,,,,,,no repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
4574,NC_007482,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Pseudoalteromonas,53246.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NC_007481
4575,NC_014737,0.0,0.0,0.0,,,,,,,no repeats,Halogeometricum,60846.0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum_borinquense
4576,NC_017224,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4577,NC_020530,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4578,NC_014825,0.0,0.0,0.0,,,,,,,no repeats,Ruminococcus,1263.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_albus
4579,NC_019775,0.0,0.0,0.0,,,,,,,no repeats,Anabaena,1163.0,Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena_90
4580,NC_021173,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4581,NC_017210,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4582,NC_017807,0.0,0.0,0.0,,,,,,,no repeats,Rahnella,34037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_015061
4583,NC_014750,0.0,0.0,0.0,,,,,,,no repeats,Marivirga,,,,,,,
4584,NC_020820,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4585,NC_010404,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
4586,NC_011143,0.0,0.0,0.0,,,,,,,no repeats,Phenylobacterium,,,,,,,
4587,NC_019814,0.0,0.0,0.0,,,,,,,no repeats,Kinetoplastibacterium,,,,,,,
4588,NC_007110,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4589,NC_007941,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
4590,NC_017232,0.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4591,NC_005363,0.0,0.0,0.0,,,,,,,no repeats,Bdellovibrio,958.0,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio_bacteriovorus
4592,NT_187147,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4593,NC_017020,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4594,NC_021498,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4595,NC_003384,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4596,NC_017066,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4597,NC_018882,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4598,NC_020394,0.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4599,NC_016784,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4600,NC_017787,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4601,NC_022349,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4602,NC_022883,0.0,0.0,0.0,,,,,,,no repeats,Enterococcus,1350.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_7L76
4603,NC_018635,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4604,NT_187097,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4605,NC_017336,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4606,NC_006855,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4607,NC_023028,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
4608,NC_014317,0.0,0.0,0.0,,,,,,,no repeats,Nitrosococcus,1227.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NC_007484
4609,NC_009004,0.0,0.0,0.0,,,,,,,no repeats,Lactococcus,1357.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_garvieae
4610,NC_011498,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
4611,NC_006395,0.0,0.0,0.0,,,,,,,no repeats,Haloarcula,2237.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula_hispanica
4612,NC_017115,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4613,NC_017426,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4614,NC_014908,0.0,0.0,0.0,,,,,,,no repeats,Alicycliphilus,201096.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus_denitrificans
4615,NC_012983,0.0,0.0,0.0,,,,,,,no repeats,Hirschia,2723.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia_baltica
4616,NC_011003,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4617,NC_017538,0.0,0.0,0.0,,,,,,,no repeats,Oligotropha,,,,,,,
4618,NC_010531,0.0,0.0,0.0,,,,,,,no repeats,Polynucleobacter,,,,,,,
4619,NC_017444,0.0,0.0,0.0,,,,,,,no repeats,Erwinia,551.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia_amylovora
4620,NC_008542,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4621,NC_013734,0.0,0.0,0.0,,,,,,,no repeats,Spirosoma,107.0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,NC_013730
4622,NC_004041,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
4623,NC_010367,0.0,0.0,0.0,,,,,,,no repeats,Halobacterium,2239.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium_salinarum
4624,NC_022123,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4625,NC_004343,0.0,0.0,0.0,,,,,,,no repeats,Leptospira,171.0,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira_biflexa
4626,NC_010549,0.0,0.0,0.0,,,,,,,no repeats,Exiguobacterium,33986.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales incertae sedis,Exiguobacterium_sibiricum
4627,NC_015980,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4628,NC_017811,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4629,NC_005951,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4630,NC_016942,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4631,NC_017412,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4632,NC_019685,0.0,0.0,0.0,,,,,,,no repeats,Nostoc,1177.0,Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Nostocaceae,_Nostoc
4633,NC_022117,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4634,NC_015313,0.0,0.0,0.0,,,,,,,no repeats,Pseudonocardia,1847.0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NC_015312
4635,NC_012732,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4636,NC_011833,0.0,0.0,0.0,,,,,,,no repeats,Buchnera,32199.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera_aphidicola
4637,NC_009783,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4638,NC_016945,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4639,NC_007490,0.0,0.0,0.0,,,,,,,no repeats,Rhodobacter,1060.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_009433
4640,NC_007616,0.0,0.0,0.0,,,,,,,no repeats,Nitrosospira,,,,,,,
4641,NC_010802,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4642,NC_020945,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4643,NC_007491,0.0,1.0,1.0,csf4,TypeIV,,1.0,missing cas1,,no repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
4644,NC_018708,0.0,0.0,0.0,,,,,,,no repeats,Acidovorax,12916.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax_avenae
4645,NC_014917,0.0,0.0,0.0,,,,,,,no repeats,Thermovibrio,171868.0,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,NC_014926
4646,NC_016602,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4647,NC_018883,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4648,NC_021819,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4649,NC_011250,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4650,NC_015419,0.0,0.0,0.0,,,,,,,no repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
4651,NC_020135,0.0,0.0,0.0,,,,,,,no repeats,Uzinura,,,,,,,
4652,NC_020979,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4653,NC_017578,0.0,0.0,0.0,,,,,,,no repeats,Shewanella,22.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,NC_004347
4654,NC_019551,0.0,1.0,1.0,cas4,,,0.0,missing cas1,missing signature protein,no repeats,Francisella,262.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella_cf
4655,NC_017424,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4656,NC_020529,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4657,NC_010510,0.0,0.0,0.0,,,,,,,no repeats,Methylobacterium,407.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium_4
4658,NC_022358,0.0,0.0,0.0,,,,,,,no repeats,Sulfuricella,935200.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,NC_022357
4659,NC_021495,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4660,NC_005241,0.0,0.0,0.0,,,,,,,no repeats,Ralstonia,48736.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NC_014307
4661,NC_010579,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Xylella,2370.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_004556
4662,NC_015845,0.0,0.0,0.0,,,,,,,no repeats,Enterococcus,1350.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_7L76
4663,NC_004603,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4664,NC_008610,0.0,0.0,0.0,,,,,,,no repeats,Ruthia,,,,,,,
4665,NC_016933,0.0,2.0,2.0,cas9|cas4,TypeII,TypeII-B,1.0,missing cas1,,no repeats,Francisella,262.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella_cf
4666,NC_017428,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4667,NC_016792,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
